0003+380,J0005+38,J0005+3820,00:05:57.175400, 38:20:15.1488700
0746+483,J0750+48,J0750+4814,07:50:20.426700, 48:14:53.6710000
0748+333,J0751+33,J0751+3313,07:51:53.672300, 33:13:19.7720000
0749+540,J0753+53,J0753+5352,07:53:01.384588, 53:52:59.6376040
0754+100,J0757+09,J0757+0956,07:57:06.642928, 09:56:34.8526950
0758+143,J0801+14,J0801+1414,08:01:33.501000, 14:14:42.4060000
0759+183,J0802+18,J0802+1809,08:02:48.023800, 18:09:49.3020000
0802+103,J0804+10,J0804+1015,08:04:47.954600, 10:15:22.5480000
0802-276,J0804-27,J0804-2749,08:04:51.440400,-27:49:11.3160000
0804-267,J0806-26,J0806-2652,08:06:12.718600,-26:52:33.2450000
0805+410,J0808+40,J0808+4052,08:08:56.652054, 40:52:44.8895570
0804+499,J0808+49,J0808+4950,08:08:39.666286, 49:50:36.5310130
0805-077,J0808-07,J0808-0751,08:08:15.536027,-07:51:09.8853880
0808+019,J0811+01,J0811+0146,08:11:26.707315, 01:46:52.2210850
0809-493,J0811-49,J0811-4929,08:11:08.802634,-49:29:43.5075300
0809+483,J0813+48,J0813+4813,08:13:36.051800, 48:13:02.2620000
0810+460,0810+461,J0814+4556,08:14:30.307000, 45:56:39.4900000
0812-354,0812-355,J0814-3538,08:14:14.646300,-35:38:25.5930000
0812+367,J0815+36,J0815+3635,08:15:25.944845, 36:35:15.1489060
0812-029,J0815-03,J0815-0308,08:15:27.834000,-03:08:26.8470000
0814+425,J0818+42,J0818+4222,08:18:15.999625, 42:22:45.4155080
0818-128,J0820-12,J0820-1258,08:20:57.447594,-12:58:59.1680760
0818+472,J0821+47,J0821+4702,08:21:33.823200, 47:02:37.0680000
0821+394,J0824+39,J0824+3916,08:24:55.483868, 39:16:41.9048420
0820+560,J0824+55,J0824+5552,08:24:47.236374, 55:52:42.6698880
0823+033,J0825+03,J0825+0309,08:25:50.338356, 03:09:24.5210420
0821+621,J0825+61,J0825+6157,08:25:38.612190, 61:57:28.5795690
0823-500,J0825-50,J0825-5010,08:25:26.868895,-50:10:38.4868010
0823-223,J0826-22,J0826-2230,08:26:01.572976,-22:30:27.2026860
0825-202,J0827-20,J0827-2026,08:27:17.208100,-20:26:21.7160000
0826-373,J0828-37,J0828-3731,08:28:04.780256,-37:31:06.2798370
0827+243,J0830+24,J0830+2410,08:30:52.086193, 24:10:59.8211940
0829+046,J0831+04,J0831+0429,08:31:48.876965, 04:29:39.0863490
0829+187,J0832+18,J0832+1832,08:32:16.043500, 18:32:12.1150000
0828+493,J0832+49,J0832+4913,08:32:23.216705, 49:13:21.0387570
0831-445,J0833-44,J0833-4441,08:33:22.315746,-44:41:38.7174640
0831+557,J0834+55,J0834+5534,08:34:54.904018, 55:34:21.0711650
0833-450,J0835-45,J0835-4510,08:35:20.655197,-45:10:35.1532400
0834-201,J0836-20,J0836-2016,08:36:39.215206,-20:16:59.5019950
0834+250,J0837+24,J0837+2454,08:37:40.247200, 24:54:23.0930000
0833+585,J0837+58,J0837+5825,08:37:22.409744, 58:25:01.8455830
0834-196,J0837-19,J0837-1951,08:37:11.182000,-19:51:56.8100000
0837+035,J0839+03,J0839+0319,08:39:49.192600, 03:19:53.6760000
0838+133,J0840+13,J0840+1312,08:40:47.684800, 13:12:23.8790000
0836+710,J0841+70,J0841+7053,08:41:24.365267, 70:53:42.1736760
0842-754,J0841-75,J0841-7540,08:41:27.034872,-75:40:27.8702750
0839+187,J0842+18,J0842+1835,08:42:05.094177, 18:35:40.9910390
0843-259,J0846-26,J0846-2610,08:46:00.721000,-26:10:53.9880000
0850-206,J0853-20,J0853-2047,08:53:00.265900,-20:47:28.0940000
0851+202,J0854+20,J0854+2006,08:54:48.874931, 20:06:30.6415230
0850+581,J0854+57,J0854+5757,08:54:41.996391, 57:57:29.9397680
0855+143,J0858+14,J0858+1409,08:58:41.551800, 14:09:44.6260000
0859-140,J0902-14,J0902-1415,09:02:16.830885,-14:15:30.8741630
0859+470,J0903+46,J0903+4651,09:03:03.990124, 46:51:04.1378670
0859+681,J0903+67,J0903+6757,09:03:53.158700, 67:57:22.7310000
0906+015,J0909+01,J0909+0121,09:09:10.091599, 01:21:35.6184920
0906+430,0906+432,J0909+4253,09:09:33.471100, 42:53:46.4750000
0912+029,J0914+02,J0914+0245,09:14:37.913410, 02:45:59.2476920
0912+297,J0915+29,J0915+2933,09:15:52.401634, 29:33:24.0432970
0913+391,J0916+38,J0916+3854,09:16:48.900000, 38:54:28.1290000
0917+449,J0920+44,J0920+4441,09:20:58.458496, 44:41:53.9854620
0917+624,J0921+62,J0921+6215,09:21:36.231113, 62:15:52.1807140
0919-260,J0921-26,J0921-2618,09:21:29.353842,-26:18:43.3851280
0920-397,J0922-39,J0922-3959,09:22:46.418259,-39:59:35.0663530
0920+390,J0923+38,J0923+3849,09:23:14.452998, 38:49:39.9097400
0922+005,J0925+00,J0925+0019,09:25:07.822500, 00:19:13.8520000
0923+392,4C39.25,J0927+3902,09:27:03.013918, 39:02:20.8524860
0925-203,J0927-20,J0927-2034,09:27:51.824310,-20:34:51.2313390
0936-853,J0930-85,J0930-8533,09:30:32.569710,-85:33:59.6924900
0929+533,J0932+53,J0932+5306,09:32:41.162600, 53:06:33.7200000
0931+834,J0939+83,J0939+8315,09:39:23.584900, 83:15:27.1700000
0941-080,J0943-08,J0943-0819,09:43:36.948000,-08:19:30.8570000
0941+522,J0944+52,J0944+5202,09:44:52.162900, 52:02:34.0980000
0945+408,J0948+40,J0948+4039,09:48:55.338173, 40:39:44.5876390
0945+664,J0949+66,J0949+6614,09:49:12.210000, 66:14:59.3210000
0952+179,J0954+17,J0954+1743,09:54:56.823624, 17:43:31.2226560
0951+692,J0955+69,J0955+6901,09:55:24.774818, 69:01:13.7030040
0951+693,M81,J0955+6903,09:55:33.173103, 69:03:55.0616340
0953+254,J0956+25,J0956+2515,09:56:49.875374, 25:15:16.0502450
0954+556,J0957+55,J0957+5522,09:57:38.170000, 55:22:58.0000000
0955+326,J0958+32,J0958+3224,09:58:20.949652, 32:24:02.2098830
0955+476,J0958+47,J0958+4725,09:58:19.671667, 47:25:07.8429590
0954+658,J0958+65,J0958+6533,09:58:47.245152, 65:33:54.8184620
J1001-44,,J1001-4437,10:01:59.913200,-44:37:59.9350000
0959-443,,J1001-4438,10:01:59.907578,-44:38:00.6027090
1003+351,J1006+34,J1006+3454,10:06:01.770000, 34:54:10.3400000
1004-500,J1006-50,J1006-5018,10:06:14.009081,-50:18:13.4640460
1004+141,J1007+13,J1007+1356,10:07:41.498077, 13:56:29.6017360
1004-018,J1007-02,J1007-0207,10:07:04.347000,-02:07:10.9200000
1005+077,J1008+07,J1008+0730,10:08:00.016000, 07:30:16.5520000
1003+830,J1010+82,J1010+8250,10:10:15.868400, 82:50:14.4740000
1008+066,J1011+06,J1011+0624,10:11:00.000000, 06:24:23.8000000
1011+250,J1013+24,J1013+2449,10:13:53.428738, 24:49:16.4416430
1010+350,J1013+34,J1013+3445,10:13:49.613700, 34:45:50.6390000
1012+232,J1014+23,J1014+2301,10:14:47.065464, 23:01:16.5713960
1013+208,J1016+20,J1016+2037,10:16:44.325100, 20:37:47.3360000
1014+615,J1017+61,J1017+6116,10:17:25.887573, 61:16:27.4971490
1015+359,J1018+35,J1018+3542,10:18:10.989300, 35:42:39.3850000
1015-314,J1018-31,J1018-3144,10:18:09.276200,-31:44:14.1070000
1017-426,J1020-42,J1020-4251,10:20:03.354700,-42:51:41.5360000
1019+222,J1021+21,J1021+2159,10:21:54.528900, 21:59:30.4400000
1019+309,J1022+30,J1022+3041,10:22:30.299200, 30:41:04.9330000
1020+400,J1023+39,J1023+3948,10:23:11.565658, 39:48:15.3857410
1022+194,J1024+19,J1024+1912,10:24:44.809605, 19:12:20.4157280
1021-006,J1024-00,J1024-0052,10:24:29.586592,-00:52:55.4962040
1030+398,J1033+39,J1033+3935,10:33:22.070900, 39:35:50.9880000
1030+415,J1033+41,J1033+4116,10:33:03.707918, 41:16:06.2335280
1030+611,J1033+60,J1033+6051,10:33:51.430500, 60:51:07.2740000
1030-340,J1033-34,J1033-3418,10:33:13.086600,-34:18:45.4240000
1031+567,J1035+56,J1035+5628,10:35:07.039900, 56:28:46.7920000
1032-199,J1035-20,J1035-2011,10:35:02.155311,-20:11:34.3583950
1034-293,J1037-29,J1037-2934,10:37:16.079706,-29:34:02.8122970
1036-154,J1039-15,J1039-1541,10:39:06.709300,-15:41:06.6410000
1039+029,J1041+02,J1041+0242,10:41:38.881900, 02:42:30.8160000
1038+064,J1041+06,J1041+0610,10:41:17.162502, 06:10:16.9244580
J1041+52,,J1041+5233,10:41:46.781677, 52:33:28.2318480
1039-474,J1041-47,J1041-4740,10:41:42.939907,-47:40:06.5263230
1040+123,3C245,J1042+1203,10:42:44.605213, 12:03:31.2640740
1042+071,J1044+06,J1044+0655,10:44:55.911255, 06:55:38.2634320
1039+811,J1044+80,J1044+8054,10:44:23.062704, 80:54:39.4432950
1044+719,J1048+71,J1048+7143,10:48:27.619936, 71:43:35.9387780
1045-188,J1048-19,J1048-1909,10:48:06.620534,-19:09:35.7261510
1049+215,J1051+21,J1051+2119,10:51:48.789070, 21:19:52.3142620
1048-313,J1051-31,J1051-3138,10:51:04.777581,-31:38:14.3072380
1053+704,J1056+70,J1056+7011,10:56:53.617638, 70:11:45.9161870
1055-242,J1057-24,J1057-2433,10:57:55.415500,-24:33:48.8610000
1055+018,J1058+01,J1058+0133,10:58:29.605209, 01:33:58.8243680
1053+815,J1058+81,J1058+8114,10:58:11.535503, 81:14:32.6753310
1057-797,J1058-80,J1058-8003,10:58:43.309624,-80:03:54.1592670
1059+282,J1102+27,J1102+2757,11:02:14.285100, 27:57:08.4960000
1100+223,J1103+22,J1103+2203,11:03:23.069000, 22:03:37.4820000
1101-325,J1103-32,J1103-3251,11:03:31.526423,-32:51:16.6883470
1101-536,J1103-53,J1103-5357,11:03:52.221626,-53:57:00.6964710
1101+384,J1104+38,J1104+3812,11:04:27.323100, 38:12:31.6470000
1103-208,J1106-21,J1106-2108,11:06:22.320000,-21:08:59.6420000
1104+167,J1107+16,J1107+1628,11:07:15.310000, 16:28:23.7000000
1104-445,J1107-44,J1107-4449,11:07:08.694117,-44:49:07.6180090
1105-680,J1107-68,J1107-6820,11:07:12.694458,-68:20:50.7297590
1108+201,J1111+19,J1111+1955,11:11:20.069400, 19:55:35.9500000
1110-217,J1112-21,J1112-2158,11:12:49.865700,-21:58:29.5530000
1111+149,J1113+14,J1113+1442,11:13:58.695095, 14:42:26.9532050
1111+408,J1114+40,J1114+4037,11:14:38.520000, 40:37:19.8600000
1116+128,J1118+12,J1118+1234,11:18:57.301441, 12:34:41.7185630
1116-462,J1118-46,J1118-4634,11:18:26.957575,-46:34:15.0017700
1116-027,J1119-03,J1119-0302,11:19:25.300000,-03:02:51.3200000
1117+146,J1120+14,J1120+1420,11:20:27.808300, 14:20:54.9290000
1118+237,J1120+23,J1120+2327,11:20:42.910000, 23:27:59.7000000
1117-248,J1120-25,J1120-2508,11:20:09.124700,-25:08:07.5800000
1119+183,J1122+18,J1122+1805,11:22:29.711300, 18:05:26.2360000
1120+057,J1123+05,J1123+0530,11:23:09.120600, 05:30:20.7740000
1123+264,J1125+26,J1125+2610,11:25:53.711941, 26:10:19.9790290
1124-186,J1127-18,J1127-1857,11:27:04.392417,-18:57:17.4406340
1125+596,J1128+59,J1128+5925,11:28:13.340775, 59:25:14.8002560
1128+385,J1130+38,J1130+3815,11:30:53.282631, 38:15:18.5474450
1127-145,J1130-14,J1130-1449,11:30:07.052597,-14:49:27.3876380
1128-047,J1131-05,J1131-0500,11:31:30.516687,-05:00:19.6562190
1129-580,J1131-58,J1131-5818,11:31:43.287464,-58:18:53.4382480
1130+009,J1133+00,J1133+0040,11:33:20.055767, 00:40:52.8377490
1137+660,J1139+65,J1139+6547,11:39:58.541800, 65:47:46.4540000
1136-135,J1139-13,J1139-1350,11:39:10.830300,-13:50:46.5290000
1140-114,J1142-11,J1142-1141,11:42:35.005900,-11:41:47.8380000
1140+223,J1143+22,J1143+2206,11:43:25.089300, 22:06:56.0690000
1143+500,J1145+49,J1145+4946,11:45:43.374800, 49:46:08.0620000
1142-225,J1145-22,J1145-2250,11:45:22.054400,-22:50:31.3710000
1144+402,J1146+39,J1146+3958,11:46:58.297935, 39:58:34.3048740
1144+542,J1146+53,J1146+5356,11:46:44.206700, 53:56:42.9850000
1143-245,J1146-24,J1146-2447,11:46:08.103399,-24:47:32.8961600
1143-287,J1146-28,J1146-2859,11:46:26.199400,-28:59:18.6680000
1145-071,J1147-07,J1147-0724,11:47:51.554024,-07:24:41.1402780
1144-379,J1147-38,J1147-3812,11:47:01.370678,-38:12:11.0228640
1147+245,J1150+24,J1150+2417,11:50:19.212231, 24:17:53.8353840
1148-001,J1150-00,J1150-0023,11:50:43.870766,-00:23:54.2041360
1148-671,J1151-67,J1151-6728,11:51:13.426520,-67:28:11.0939380
1150+497,J1153+49,J1153+4931,11:53:24.466661, 49:31:08.8304730
1150+812,J1153+80,J1153+8058,11:53:12.499369, 80:58:29.1546940
1151-348,J1154-35,J1154-3505,11:54:21.794900,-35:05:28.9920000
1153+317,J1156+31,J1156+3128,11:56:18.732100, 31:28:04.3050000
1155+251,J1158+24,J1158+2450,11:58:25.787512, 24:50:17.9638630
1156+295,J1159+29,J1159+2914,11:59:31.833925, 29:14:43.8272360
1156-094,J1159-09,J1159-0940,11:59:12.711699,-09:40:52.0485880
1157-215,J1159-21,J1159-2148,11:59:51.906300,-21:48:53.8080000
1156-221,J1159-22,J1159-2228,11:59:11.298700,-22:28:37.0890000
1157+732,J1200+73,J1200+7300,12:00:19.025200, 73:00:45.2070000
1202-262,1203-262,J1205-2634,12:05:33.218900,-26:34:04.4800000
1203+645,J1206+64,J1206+6414,12:06:24.711200, 64:14:40.9390000
1204+281,J1207+27,J1207+2754,12:07:27.901100, 27:54:58.6190000
1206+439,J1209+43,J1209+4339,12:09:13.425600, 43:39:17.6280000
1206-238,J1209-24,J1209-2406,12:09:02.457000,-24:06:20.7900000
1206-399,J1209-40,J1209-4016,12:09:35.243557,-40:16:13.0979660
1213+350,J1215+34,J1215+3448,12:15:55.601082, 34:48:15.2210310
1213-172,J1215-17,J1215-1731,12:15:46.751701,-17:31:45.4031790
1215+303,J1217+30,J1217+3007,12:17:52.081993, 30:07:00.6363670
1214+588,J1217+58,J1217+5835,12:17:11.027000, 58:35:26.3050000
1215-457,J1218-46,J1218-4600,12:18:06.250790,-46:00:28.9999260
1216+487,J1219+48,J1219+4829,12:19:06.414770, 48:29:56.1650580
1219+285,J1221+28,J1221+2813,12:21:31.690514, 28:13:58.5004120
1219+044,J1222+04,J1222+0413,12:22:22.549610, 04:13:15.7768330
1221+809,J1223+80,J1223+8040,12:23:40.493935, 80:40:04.3404220
1222+037,J1224+03,J1224+0330,12:24:52.421890, 03:30:50.2938310
1221-829,J1224-83,J1224-8313,12:24:54.382591,-83:13:10.1068140
1225+368,J1227+36,J1227+3635,12:27:58.732500, 36:35:11.9130000
1226+373,J1228+37,J1228+3706,12:28:47.423683, 37:06:12.0959660
1226+023,3C273,J1229+0203,12:29:06.699700, 02:03:08.5980000
1228+126,3C274,J1230+1223,12:30:49.423397, 12:23:28.0442240
1232-416,J1235-41,J1235-4153,12:35:41.995900,-41:53:13.1050000
1234-504,J1237-50,J1237-5046,12:37:15.239025,-50:46:23.1723120
1236+077,J1239+07,J1239+0730,12:39:24.588320, 07:30:17.1898820
1237-101,J1239-10,J1239-1023,12:39:43.068100,-10:23:28.7650000
1236-684,J1239-68,J1239-6845,12:39:46.651443,-68:45:30.8932300
1240+381,J1242+37,J1242+3751,12:42:51.369156, 37:51:00.0253130
1239-044,J1242-04,J1242-0446,12:42:19.529400,-04:46:18.9080000
1242+410,J1244+40,J1244+4048,12:44:49.195500, 40:48:06.2190000
1243-072,J1246-07,J1246-0730,12:46:04.232091,-07:30:46.5740890
1244-255,J1246-25,J1246-2547,12:46:46.802013,-25:47:49.2882000
1245-197,J1248-19,J1248-1959,12:48:23.903400,-19:59:18.6620000
1250+568,J1252+56,J1252+5634,12:52:26.387300, 56:34:19.4130000
1252+119,J1254+11,J1254+1141,12:54:38.255596, 11:41:05.8954410
1251-713,J1254-71,J1254-7138,12:54:59.921318,-71:38:18.4364010
1254+476,J1256+47,J1256+4720,12:56:57.230500, 47:20:19.8160000
1253-055,3C279,J1256-0547,12:56:11.166501,-05:47:21.5237460
1255-316,J1257-31,J1257-3155,12:57:59.060780,-31:55:16.8516770
1256-220,J1258-22,J1258-2219,12:58:54.477200,-22:19:31.1810000
1257+145,J1300+14,J1300+1417,13:00:20.918835, 14:17:18.5309750
1300+580,J1302+57,J1302+5748,13:02:52.465363, 57:48:37.6099890
1302-102,J1305-10,J1305-1033,13:05:33.014988,-10:33:19.4273010
1306+660,J1308+65,J1308+6544,13:08:22.416500, 65:44:11.7810000
1306-095,J1308-09,J1308-0950,13:08:39.169000,-09:50:32.6800000
1307+121,J1309+11,J1309+1154,13:09:33.932407, 11:54:24.5525110
1308+326,J1310+32,J1310+3220,13:10:28.663862, 32:20:43.7830960
1308-220,J1311-22,J1311-2216,13:11:39.334700,-22:16:41.7480000
1311+678,J1313+67,J1313+6735,13:13:27.984800, 67:35:50.3760000
1313-333,J1316-33,J1316-3338,13:16:07.985929,-33:38:59.1720540
1315+346,J1317+34,J1317+3425,13:17:36.494217, 34:25:15.9325410
1318+113,J1321+11,J1321+1106,13:21:18.812100, 11:06:49.5040000
1322+835,J1321+83,J1321+8316,13:21:45.615000, 83:16:13.6010000
1323+799,J1323+79,J1323+7942,13:23:51.587700, 79:42:51.8680000
1320-446,J1323-44,J1323-4452,13:23:04.245888,-44:52:33.8533130
1322-427,CEN-A,J1325-4301,13:25:27.615198,-43:01:08.8018000
1323+321,J1326+31,J1326+3154,13:26:16.511580, 31:54:09.5203120
1324+224,J1327+22,J1327+2210,13:27:00.861320, 22:10:50.1631850
1328+254,J1330+25,J1330+2509,13:30:37.689200, 25:09:10.9780000
1328+307,3C286,J1331+3030,13:31:08.288159, 30:30:32.9595910
1329-665,J1332-66,J1332-6646,13:32:37.523529,-66:46:50.3856770
1334-127,J1337-12,J1337-1257,13:37:39.782761,-12:57:24.6925930
1334-649,J1337-65,J1337-6509,13:37:52.444698,-65:09:24.8973330
1336+391,J1338+38,J1338+3851,13:38:49.779700, 38:51:11.8500000
1335-061,J1338-06,J1338-0627,13:38:08.197100,-06:27:08.8180000
1336-260,J1339-26,J1339-2620,13:39:19.894400,-26:20:30.3370000
1338+381,J1340+37,J1340+3754,13:40:22.951859, 37:54:43.8345220
1340+606,J1342+60,J1342+6021,13:42:13.024900, 60:21:42.4850000
1342+662,J1343+66,J1343+6602,13:43:45.959599, 66:02:25.7451020
1341+144,J1344+14,J1344+1409,13:44:23.742100, 14:09:14.8560000
1342+663,J1344+66,J1344+6606,13:44:08.679743, 66:06:11.6437350
1343+500,J1345+49,J1345+4946,13:45:26.374200, 49:46:32.9240000
1345+125,J1347+12,J1347+1217,13:47:33.361668, 12:17:24.2383460
1344-078,J1347-08,J1347-0803,13:47:01.644000,-08:03:22.4210000
1347+539,J1349+53,J1349+5341,13:49:34.656689, 53:41:17.0402180
1346-391,J1349-39,J1349-3922,13:49:51.167500,-39:22:50.2680000
1349-145,J1351-14,J1351-1449,13:51:52.650300,-14:49:14.8870000
1350+316,J1352+31,J1352+3126,13:52:17.840700, 31:26:46.6800000
1349-439,J1352-44,J1352-4412,13:52:56.534897,-44:12:40.3871460
1351-018,J1354-02,J1354-0206,13:54:06.895297,-02:06:03.1902970
1352-632,J1355-63,J1355-6326,13:55:46.611259,-63:26:42.5757940
1353-341,J1356-34,J1356-3421,13:56:05.392200,-34:21:10.8390000
1354+195,J1357+19,J1357+1919,13:57:04.436673, 19:19:07.3723840
1357+769,J1357+76,J1357+7643,13:57:55.371635, 76:43:21.0511650
1354-152,J1357-15,J1357-1527,13:57:11.244956,-15:27:28.7860570
1354-174,J1357-17,J1357-1744,13:57:06.083000,-17:44:01.8170000
1355-416,J1359-41,J1359-4152,13:59:00.183182,-41:52:52.6317210
1358+624,J1400+62,J1400+6210,14:00:28.652600, 62:10:38.5260000
1402+660,J1404+65,J1404+6551,14:04:05.276000, 65:51:37.5160000
1402-012,J1404-01,J1404-0130,14:04:45.895363,-01:30:21.9490620
1402+044,J1405+04,J1405+0415,14:05:01.119805, 04:15:35.8196530
1404+286,J1407+28,J1407+2827,14:07:00.394423, 28:27:14.6900470
1406-076,J1408-07,J1408-0752,14:08:56.481178,-07:52:26.6657770
1406-267,J1409-26,J1409-2657,14:09:50.171200,-26:57:36.7350000
1409+218,J1411+21,J1411+2134,14:11:54.862122, 21:34:23.4377710
1409+524,J1411+52,J1411+5212,14:11:20.647700, 52:12:09.1410000
1413+135,J1415+13,J1415+1320,14:15:58.817497, 13:20:23.7131840
1413+349,J1416+34,J1416+3444,14:16:04.191400, 34:44:36.3210000
1415+463,J1417+46,J1417+4607,14:17:08.158400, 46:07:05.4320000
1416+067,J1419+06,J1419+0628,14:19:08.180375, 06:28:34.8050040
1417+273,J1419+27,J1419+2706,14:19:59.297058, 27:06:25.5528700
1418+546,J1419+54,J1419+5423,14:19:46.597443, 54:23:14.7871350
1419+419,J1421+41,J1421+4144,14:21:05.880000, 41:44:49.4900000
1420+326,J1422+32,J1422+3223,14:22:30.379000, 32:23:10.4396450
1422-297,J1425-29,J1425-2959,14:25:29.116200,-29:59:54.3310000
1424+240,J1427+23,J1427+2348,14:27:00.391818, 23:48:00.0360120
1424-418,J1427-42,J1427-4206,14:27:56.297535,-42:06:19.4373660
1425-274,J1428-27,J1428-2741,14:28:28.193100,-27:41:51.0420000
1427+543,J1429+54,J1429+5406,14:29:21.883400, 54:06:11.0750000
1427+109,J1430+10,J1430+1043,14:30:09.741100, 10:43:26.8430000
1430-178,J1432-18,J1432-1801,14:32:57.690563,-18:01:35.2476390
1430-155,J1433-15,J1433-1548,14:33:21.468200,-15:48:44.5990000
1432+200,J1434+19,J1434+1952,14:34:39.793419, 19:52:00.7386480
1433+304,J1435+30,J1435+3012,14:35:35.402126, 30:12:24.5199850
1434+235,J1436+23,J1436+2321,14:36:40.981900, 23:21:03.2670000
1435+638,J1436+63,J1436+6336,14:36:45.802177, 63:36:37.8664550
1437+624,J1438+62,J1438+6211,14:38:44.787300, 62:11:54.3970000
1435-218,J1438-22,J1438-2204,14:38:09.469373,-22:04:54.7474140
1437-153,J1439-15,J1439-1531,14:39:56.884700,-15:31:50.5380000
1436-167,J1439-16,J1439-1659,14:39:28.674900,-16:59:03.0820000
1441+252,J1443+25,J1443+2501,14:43:56.930000, 25:01:54.5000000
1442+101,J1445+09,J1445+0958,14:45:16.465178, 09:58:36.0722470
1443-162,J1445-16,J1445-1629,14:45:53.376286,-16:29:01.6185450
1444+175,J1446+17,J1446+1721,14:46:35.346800, 17:21:07.5450000
1448+762,J1448+76,J1448+7601,14:48:28.779222, 76:01:11.5972110
1445-161,J1448-16,J1448-1620,14:48:15.054139,-16:20:24.5485950
1448+634,J1449+63,J1449+6316,14:49:21.715300, 63:16:14.4650000
1451-375,J1454-37,J1454-3747,14:54:27.409760,-37:47:33.1439320
1451-400,J1454-40,J1454-4012,14:54:32.912312,-40:12:32.5139470
1458+718,3C309.1,J1459+7140,14:59:07.583913, 71:40:19.8680020
1459+480,J1500+47,J1500+4751,15:00:48.654251, 47:51:15.5381530
1502+106,J1504+10,J1504+1029,15:04:24.979782, 10:29:39.1986810
1502+036,J1505+03,J1505+0326,15:05:06.477193, 03:26:30.8131960
1504+377,J1506+37,J1506+3730,15:06:09.529980, 37:30:51.1323550
1504-166,J1507-16,J1507-1652,15:07:04.786918,-16:52:30.2668690
1508+572,J1510+57,J1510+5702,15:10:02.922418, 57:02:43.3755950
1508-055,J1510-05,J1510-0543,15:10:53.551100,-05:43:06.4120000
1510-089,J1512-09,J1512-0905,15:12:50.532909,-09:05:59.8291700
1511+238,J1513+23,J1513+2338,15:13:40.185900, 23:38:35.1850000
1511-100,J1513-10,J1513-1012,15:13:44.893429,-10:12:00.2639340
1511-210,J1513-21,J1513-2114,15:13:56.981100,-21:14:57.3780000
1514+197,J1516+19,J1516+1932,15:16:56.796207, 19:32:12.9918430
1514-241,J1517-24,J1517-2422,15:17:41.813114,-24:22:19.4755780
1517+204,J1520+20,J1520+2016,15:20:05.489700, 20:16:05.6110000
1519-273,J1522-27,J1522-2730,15:22:37.675968,-27:30:10.7851340
